Date,Description,Credit,Debit,Balance
2024-10-03,Commission Bonus,377.86,0.0,127163.87
2024-10-03,Lottery Win,702.23,0.0,127866.1
2024-10-04,Hobby Expense,0.0,22.42,127843.68
2024-10-05,Transportation,0.0,100.76,127742.92
2024-10-05,Stock Investment,0.0,306.56,127436.36
2024-10-06,Car Repair,0.0,673.87,126762.49
2024-10-07,Car Repair,0.0,325.66,126436.83
2024-10-07,Transportation,0.0,98.0,126338.83
2024-10-08,Rent,0.0,1078.79,125260.04
2024-10-08,Rent,0.0,1020.1,124239.94
2024-10-08,Car Repair,0.0,515.56,123724.38
2024-10-09,Healthcare,0.0,73.1,123651.28
2024-10-09,Subscription,0.0,29.63,123621.65
2024-10-10,Salary,3603.27,0.0,127224.92
2024-10-10,Gift Received,140.27,0.0,127365.19
2024-10-11,Shopping,0.0,117.74,127247.45
2024-10-11,Medical Emergency,0.0,789.19,126458.26
2024-10-11,Commission Bonus,815.26,0.0,127273.52
2024-10-11,Insurance,0.0,320.42,126953.1
2024-10-11,Groceries,0.0,254.82,126698.28
2024-10-12,Utilities,0.0,289.83,126408.45
2024-10-14,Subscription,0.0,27.7,126380.75
2024-10-14,Insurance,0.0,386.51,125994.24
2024-10-15,Subscription,0.0,32.91,125961.33
2024-10-15,Hobby Expense,0.0,102.5,125858.83
2024-10-15,Gift Received,995.24,0.0,126854.07
2024-10-15,Lottery Win,1584.34,0.0,128438.41
2024-10-16,Hobby Expense,0.0,135.44,128302.97
2024-10-16,Lottery Win,1693.42,0.0,129996.39
2024-10-16,Hobby Expense,0.0,102.97,129893.42
2024-10-16,Childcare,0.0,463.55,129429.87
2024-10-16,Medical Emergency,0.0,1722.35,127707.52
2024-10-17,Childcare,0.0,317.42,127390.1
2024-10-17,Vacation,0.0,432.02,126958.08
2024-10-17,Vacation,0.0,452.55,126505.53
2024-10-17,Dining Out,0.0,84.22,126421.31
2024-10-17,Retirement Contribution,0.0,536.77,125884.54
2024-10-17,Legal Settlement,3374.5,0.0,129259.04
2024-10-19,Groceries,0.0,159.96,129099.08
2024-10-20,Childcare,0.0,307.31,128791.77
2024-10-20,Lottery Win,1455.01,0.0,130246.78
2024-10-20,Gift Received,802.1,0.0,131048.88
2024-10-21,Hobby Expense,0.0,183.03,130865.85
2024-10-23,Vacation,0.0,815.85,130050.0
2024-10-23,Childcare,0.0,448.87,129601.13
2024-10-23,Car Repair,0.0,736.59,128864.54
2024-10-23,Hobby Expense,0.0,124.46,128740.08
2024-10-25,Hobby Expense,0.0,36.06,128704.02
2024-10-25,Vacation,0.0,451.17,128252.85
2024-10-25,Gift Received,437.94,0.0,128690.79
2024-10-25,Gift Given,0.0,244.57,128446.22
2024-10-25,Legal Settlement,3873.82,0.0,132320.04
2024-10-26,Dining Out,0.0,44.52,132275.52
2024-10-27,Medical Emergency,0.0,853.66,131421.86
2024-10-27,Insurance,0.0,365.52,131056.34
2024-10-27,Gift Received,782.63,0.0,131838.97
2024-10-28,FD Interest,72.57,0.0,131911.54
2024-10-29,Vacation,0.0,231.16,131680.38
2024-10-29,Subscription,0.0,26.78,131653.6
2024-10-29,Subscription,0.0,29.49,131624.11
2024-10-30,Tips,44.75,0.0,131668.86
2024-10-30,Commission Bonus,256.93,0.0,131925.79
2024-10-30,Insurance,0.0,122.07,131803.72
2024-10-30,Dining Out,0.0,81.85,131721.87
2024-10-31,Gift Received,841.95,0.0,132563.82
2024-10-31,Salary,4561.0,0.0,137124.82
2024-10-31,Commission Bonus,341.63,0.0,137466.45
2024-10-31,Healthcare,0.0,102.88,137363.57
2024-11-01,Miscellaneous Spending,0.0,130167.85,7195.72
2024-11-01,Home Loan,0.0,120000.0,-112804.28
2024-11-01,Health Insurance,0.0,5000.0,-117804.28
2024-11-01,Salary Credit,250000.0,0.0,132195.72
2024-11-02,Transportation,0.0,122.73,132072.99
2024-11-02,Hobby Expense,0.0,86.14,131986.85
2024-11-02,Gift Given,0.0,87.54,131899.31
2024-11-02,Childcare,0.0,493.28,131406.03
2024-11-03,Legal Settlement,3962.61,0.0,135368.64
2024-11-03,Subscription,0.0,20.99,135347.65
2024-11-03,Rent,0.0,1091.76,134255.89
2024-11-04,Dining Out,0.0,111.67,134144.22
2024-11-05,Medical Emergency,0.0,1917.17,132227.05
2024-11-06,Freelance Project,737.23,0.0,132964.28
2024-11-06,Emergency Fund,0.0,494.83,132469.45
2024-11-06,Rent,0.0,990.25,131479.2
2024-11-07,Lottery Win,989.02,0.0,132468.22
2024-11-08,Freelance Project,1245.58,0.0,133713.8
2024-11-08,Stock Investment,0.0,375.9,133337.9
2024-11-08,Rent,0.0,1029.04,132308.86
2024-11-08,Commission Bonus,693.03,0.0,133001.89
2024-11-08,Gift Given,0.0,155.41,132846.48
2024-11-09,Gift Received,379.16,0.0,133225.64
2024-11-09,Medical Emergency,0.0,688.83,132536.81
2024-11-09,Gift Given,0.0,182.52,132354.29
2024-11-09,Hobby Expense,0.0,107.88,132246.41
2024-11-09,Healthcare,0.0,48.94,132197.47
2024-11-09,Gift Received,361.19,0.0,132558.66
2024-11-09,Commission Bonus,788.56,0.0,133347.22
2024-11-10,Emergency Fund,0.0,319.31,133027.91
2024-11-10,Freelance Project,1443.57,0.0,134471.48
2024-11-11,Dining Out,0.0,63.85,134407.63
2024-11-11,Car Repair,0.0,509.71,133897.92
2024-11-12,Hobby Expense,0.0,85.82,133812.1
2024-11-12,Salary,6045.19,0.0,139857.29
2024-11-12,Groceries,0.0,224.72,139632.57
2024-11-12,Medical Emergency,0.0,1449.95,138182.62
2024-11-12,Tips,73.56,0.0,138256.18
2024-11-13,Transportation,0.0,133.0,138123.18
2024-11-13,Legal Settlement,3604.64,0.0,141727.82
2024-11-13,Medical Emergency,0.0,1616.39,140111.43
2024-11-14,Emergency Fund,0.0,467.93,139643.5
2024-11-14,Legal Settlement,4718.67,0.0,144362.17
2024-11-14,Lottery Win,663.98,0.0,145026.15
2024-11-14,Freelance Project,852.16,0.0,145878.31
2024-11-14,Transportation,0.0,145.15,145733.16
2024-11-15,Utilities,0.0,249.4,145483.76
2024-11-15,Groceries,0.0,309.39,145174.37
2024-11-15,Tips,76.58,0.0,145250.95
2024-11-15,Stock Investment,0.0,816.83,144434.12
2024-11-16,Shopping,0.0,409.52,144024.6
2024-11-16,Medical Emergency,0.0,1912.34,142112.26
2024-11-16,Gift Given,0.0,68.49,142043.77
2024-11-16,Vacation,0.0,237.6,141806.17
2024-11-16,Car Repair,0.0,416.53,141389.64
2024-11-16,Medical Emergency,0.0,993.55,140396.09
2024-11-17,Dining Out,0.0,128.85,140267.24
2024-11-17,Emergency Fund,0.0,185.76,140081.48
2024-11-17,Legal Settlement,2562.32,0.0,142643.8
2024-11-18,Dining Out,0.0,131.89,142511.91
2024-11-18,Dining Out,0.0,51.95,142459.96
2024-11-18,Groceries,0.0,404.48,142055.48
2024-11-18,Rent,0.0,1308.09,140747.39
2024-11-18,Salary,4801.63,0.0,145549.02
2024-11-18,Dining Out,0.0,75.51,145473.51
2024-11-19,Emergency Fund,0.0,339.83,145133.68
2024-11-19,Medical Emergency,0.0,970.31,144163.37
2024-11-20,Lottery Win,1513.9,0.0,145677.27
2024-11-21,Childcare,0.0,138.22,145539.05
2024-11-21,Vacation,0.0,888.99,144650.06
2024-11-23,Gift Given,0.0,125.9,144524.16
2024-11-23,Freelance Project,1298.78,0.0,145822.94
2024-11-23,Lottery Win,1527.22,0.0,147350.16
2024-11-24,Shopping,0.0,260.26,147089.9
2024-11-25,Groceries,0.0,485.92,146603.98
2024-11-25,Insurance,0.0,337.99,146265.99
2024-11-25,Commission Bonus,480.73,0.0,146746.72
2024-11-25,Commission Bonus,724.57,0.0,147471.29
2024-11-25,Gift Given,0.0,266.96,147204.33
2024-11-26,Salary,3831.23,0.0,151035.56
2024-11-26,Transportation,0.0,86.9,150948.66
2024-11-26,Legal Settlement,2989.92,0.0,153938.58
2024-11-27,FD Interest,164.86,0.0,154103.44
2024-11-27,Loan Payment,0.0,587.6,153515.84
2024-11-28,Medical Emergency,0.0,1299.51,152216.33
2024-11-29,Transportation,0.0,186.87,152029.46
2024-11-29,Subscription,0.0,14.51,152014.95
2024-11-29,Healthcare,0.0,132.19,151882.76
2024-11-29,Groceries,0.0,410.91,151471.85
2024-11-29,Lottery Win,745.64,0.0,152217.49
2024-11-30,Insurance,0.0,121.57,152095.92
2024-12-01,Gift Received,302.8,0.0,152398.72
2024-12-01,Salary Credit,250000.0,0.0,402398.72
2024-12-01,Health Insurance,0.0,5000.0,397398.72
2024-12-01,Insurance,0.0,391.16,397007.56
2024-12-01,Miscellaneous Spending,0.0,130167.85,266839.71
2024-12-01,Home Loan,0.0,120000.0,146839.71
2024-12-02,Gift Given,0.0,267.25,146572.46
2024-12-02,Shopping,0.0,122.64,146449.82
2024-12-03,Freelance Project,960.88,0.0,147410.7
2024-12-04,Medical Emergency,0.0,1554.63,145856.07
2024-12-05,Childcare,0.0,178.91,145677.16
2024-12-05,Groceries,0.0,320.84,145356.32
2024-12-07,Subscription,0.0,34.34,145321.98
2024-12-08,Emergency Fund,0.0,230.67,145091.31
2024-12-09,Emergency Fund,0.0,481.28,144610.03
2024-12-09,Transportation,0.0,106.21,144503.82
2024-12-09,Emergency Fund,0.0,257.81,144246.01
2024-12-09,Insurance,0.0,271.16,143974.85
2024-12-10,Shopping,0.0,213.67,143761.18
2024-12-10,Stock Investment,0.0,414.55,143346.63
2024-12-11,Utilities,0.0,294.87,143051.76
2024-12-11,Gift Given,0.0,215.86,142835.9
2024-12-11,Lottery Win,857.28,0.0,143693.18
2024-12-11,Medical Emergency,0.0,328.32,143364.86
2024-12-11,Tips,95.59,0.0,143460.45
2024-12-12,Lottery Win,1658.56,0.0,145119.01
2024-12-12,Shopping,0.0,212.39,144906.62
2024-12-12,Vacation,0.0,865.75,144040.87
2024-12-13,Stock Investment,0.0,112.97,143927.9
2024-12-13,Stock Investment,0.0,614.75,143313.15
2024-12-13,Rent,0.0,943.26,142369.89
2024-12-14,Gift Received,456.61,0.0,142826.5
2024-12-14,Legal Settlement,3582.29,0.0,146408.79
2024-12-14,Vacation,0.0,297.56,146111.23
2024-12-14,Rent,0.0,877.13,145234.1
2024-12-14,Vacation,0.0,795.35,144438.75
2024-12-15,Rent,0.0,1201.52,143237.23
2024-12-15,Stock Investment,0.0,451.42,142785.81
2024-12-16,Healthcare,0.0,64.52,142721.29
2024-12-16,Dining Out,0.0,71.91,142649.38
2024-12-16,Commission Bonus,165.79,0.0,142815.17
2024-12-16,Shopping,0.0,150.03,142665.14
2024-12-17,Emergency Fund,0.0,331.34,142333.8
2024-12-17,Lottery Win,1872.76,0.0,144206.56
2024-12-17,Healthcare,0.0,36.13,144170.43
2024-12-18,Salary,4362.14,0.0,148532.57
2024-12-18,Vacation,0.0,890.89,147641.68
2024-12-19,Retirement Contribution,0.0,478.04,147163.64
2024-12-19,Salary,6662.98,0.0,153826.62
2024-12-19,Lottery Win,1064.07,0.0,154890.69
2024-12-19,Childcare,0.0,338.85,154551.84
2024-12-19,Hobby Expense,0.0,38.75,154513.09
2024-12-20,Shopping,0.0,283.01,154230.08
2024-12-20,Commission Bonus,907.76,0.0,155137.84
2024-12-20,Gift Given,0.0,224.11,154913.73
2024-12-21,Rent,0.0,1062.5,153851.23
2024-12-21,Retirement Contribution,0.0,460.01,153391.22
2024-12-21,Salary,3817.6,0.0,157208.82
2024-12-21,Tips,99.77,0.0,157308.59
2024-12-22,Transportation,0.0,221.51,157087.08
2024-12-22,Subscription,0.0,22.68,157064.4
2024-12-22,Freelance Project,1207.24,0.0,158271.64
2024-12-23,Vacation,0.0,566.71,157704.93
2024-12-23,Commission Bonus,901.36,0.0,158606.29
2024-12-23,Dining Out,0.0,88.29,158518.0
2024-12-23,Dining Out,0.0,26.68,158491.32
2024-12-24,Subscription,0.0,12.81,158478.51
2024-12-24,Rent,0.0,810.42,157668.09
2024-12-25,Car Repair,0.0,671.29,156996.8
2024-12-25,Shopping,0.0,382.98,156613.82
2024-12-25,Groceries,0.0,144.84,156468.98
2024-12-25,Emergency Fund,0.0,225.55,156243.43
2024-12-26,Stock Investment,0.0,747.44,155495.99
2024-12-26,Legal Settlement,3809.86,0.0,159305.85
2024-12-27,FD Interest,154.29,0.0,159460.14
2024-12-27,Legal Settlement,3911.77,0.0,163371.91
2024-12-27,Commission Bonus,139.01,0.0,163510.92
2024-12-28,Emergency Fund,0.0,495.46,163015.46
2024-12-28,Lottery Win,1950.62,0.0,164966.08
2024-12-29,Healthcare,0.0,77.6,164888.48
2024-12-29,Rent,0.0,1431.71,163456.77
2024-12-29,Salary,6345.22,0.0,169801.99
2024-12-30,Insurance,0.0,100.65,169701.34
2024-12-30,Hobby Expense,0.0,111.37,169589.97
2024-12-31,Gift Given,0.0,207.12,169382.85
2024-12-31,Car Repair,0.0,415.18,168967.67
2024-12-31,Rent,0.0,1451.71,167515.96
2025-01-01,Health Insurance,0.0,5000.0,162515.96
2025-01-01,Shopping,0.0,445.3,162070.66
2025-01-01,FD Interest,25000.0,0.0,187070.66
2025-01-01,Childcare,0.0,279.88,186790.78
2025-01-01,Salary Credit,250000.0,0.0,436790.78
2025-01-01,Miscellaneous Spending,0.0,130167.85,306622.92
2025-01-01,Home Loan,0.0,120000.0,186622.92
2025-01-02,Rent,0.0,945.74,185677.18
2025-01-02,Car Repair,0.0,545.29,185131.89
2025-01-03,Shopping,0.0,145.84,184986.05
2025-01-04,Stock Investment,0.0,534.88,184451.17
2025-01-05,Gift Received,224.42,0.0,184675.59
2025-01-06,Utilities,0.0,123.42,184552.17
2025-01-06,Healthcare,0.0,152.44,184399.73
2025-01-07,Gift Received,225.38,0.0,184625.11
2025-01-07,Vacation,0.0,839.04,183786.07
2025-01-07,Hobby Expense,0.0,61.86,183724.21
2025-01-08,Hobby Expense,0.0,27.69,183696.52
2025-01-08,Stock Investment,0.0,233.91,183462.61
2025-01-08,Shopping,0.0,336.86,183125.75
2025-01-08,Transportation,0.0,146.47,182979.28
2025-01-09,Car Repair,0.0,572.47,182406.81
2025-01-09,Retirement Contribution,0.0,396.94,182009.87
2025-01-09,Medical Emergency,0.0,358.82,181651.05
2025-01-10,Car Repair,0.0,452.81,181198.24
2025-01-10,Hobby Expense,0.0,146.6,181051.64
2025-01-11,Legal Settlement,3418.03,0.0,184469.67
2025-01-11,Car Repair,0.0,486.76,183982.91
2025-01-11,Retirement Contribution,0.0,383.85,183599.06
2025-01-11,Healthcare,0.0,135.48,183463.58
2025-01-12,Salary,4397.47,0.0,187861.05
2025-01-12,Rent,0.0,1417.63,186443.42
2025-01-12,Gift Received,599.27,0.0,187042.69
2025-01-13,Subscription,0.0,34.98,187007.71
2025-01-13,Tips,10.63,0.0,187018.34
2025-01-13,Emergency Fund,0.0,189.67,186828.67
2025-01-13,Gift Received,410.11,0.0,187238.78
2025-01-14,Tips,68.44,0.0,187307.22
2025-01-15,Commission Bonus,194.55,0.0,187501.77
2025-01-16,Healthcare,0.0,167.08,187334.69
2025-01-17,Groceries,0.0,220.22,187114.47
2025-01-18,Lottery Win,1091.25,0.0,188205.72
2025-01-18,Healthcare,0.0,140.32,188065.4
2025-01-18,Subscription,0.0,19.07,188046.33
2025-01-18,Medical Emergency,0.0,544.16,187502.17
2025-01-18,Vacation,0.0,551.27,186950.9
2025-01-18,Car Repair,0.0,488.79,186462.11
2025-01-18,Medical Emergency,0.0,872.53,185589.58
2025-01-19,Transportation,0.0,156.74,185432.84
2025-01-19,Salary,3277.17,0.0,188710.01
2025-01-19,Retirement Contribution,0.0,363.63,188346.38
2025-01-19,Childcare,0.0,122.63,188223.75
2025-01-19,Shopping,0.0,73.25,188150.5
2025-01-19,Retirement Contribution,0.0,422.58,187727.92
2025-01-19,Utilities,0.0,267.54,187460.38
2025-01-20,Vacation,0.0,204.91,187255.47
2025-01-20,Salary,5647.51,0.0,192902.98
2025-01-21,Emergency Fund,0.0,136.56,192766.42
2025-01-23,Retirement Contribution,0.0,501.72,192264.7
2025-01-23,Freelance Project,1267.97,0.0,193532.67
2025-01-24,Healthcare,0.0,197.43,193335.24
2025-01-25,Utilities,0.0,147.5,193187.74
2025-01-25,Legal Settlement,2123.53,0.0,195311.27
2025-01-26,FD Interest,60.96,0.0,195372.23
2025-01-26,Utilities,0.0,131.97,195240.26
2025-01-26,Gift Received,238.25,0.0,195478.51
2025-01-27,Rent,0.0,891.15,194587.36
2025-01-27,Gift Received,688.41,0.0,195275.77
2025-01-28,Emergency Fund,0.0,122.66,195153.11
2025-01-28,Childcare,0.0,205.45,194947.66
2025-01-28,Freelance Project,1022.81,0.0,195970.47
2025-01-28,Gift Given,0.0,90.57,195879.9
2025-01-30,Childcare,0.0,248.73,195631.17
2025-01-30,Salary,4484.92,0.0,200116.09
2025-01-30,Healthcare,0.0,149.79,199966.3
2025-01-30,Gift Given,0.0,108.25,199858.05
2025-01-31,Transportation,0.0,204.47,199653.58
2025-01-31,Shopping,0.0,103.2,199550.38
2025-01-31,Emergency Fund,0.0,206.35,199344.03
2025-01-31,Lottery Win,706.17,0.0,200050.2
2025-01-31,Medical Emergency,0.0,1646.5,198403.7
2025-01-31,Gift Received,430.63,0.0,198834.33
2025-02-01,Miscellaneous Spending,0.0,130167.85,68666.48
2025-02-01,Home Loan,0.0,120000.0,-51333.52
2025-02-01,Health Insurance,0.0,5000.0,-56333.52
2025-02-01,Stock Investment,0.0,855.53,-57189.05
2025-02-01,Salary Credit,250000.0,0.0,192810.95
2025-02-02,Healthcare,0.0,130.29,192680.66
2025-02-02,Groceries,0.0,452.34,192228.32
2025-02-02,Childcare,0.0,482.04,191746.28
2025-02-03,Emergency Fund,0.0,154.26,191592.02
2025-02-03,Childcare,0.0,492.39,191099.63
2025-02-03,Insurance,0.0,186.93,190912.7
2025-02-03,Commission Bonus,847.85,0.0,191760.55
2025-02-03,Insurance,0.0,358.6,191401.95
2025-02-04,Salary,6605.69,0.0,198007.64
2025-02-04,Car Repair,0.0,618.56,197389.08
2025-02-05,Utilities,0.0,147.09,197241.99
2025-02-05,Groceries,0.0,271.84,196970.15
2025-02-05,Groceries,0.0,357.25,196612.9
2025-02-06,Tips,75.68,0.0,196688.58
2025-02-06,Groceries,0.0,399.24,196289.34
2025-02-06,Dining Out,0.0,67.04,196222.3
2025-02-06,Gift Received,176.42,0.0,196398.72
2025-02-06,Utilities,0.0,256.05,196142.67
2025-02-07,Commission Bonus,354.19,0.0,196496.86
2025-02-07,Lottery Win,1701.72,0.0,198198.58
2025-02-08,Tips,97.7,0.0,198296.28
2025-02-08,Lottery Win,1284.06,0.0,199580.34
2025-02-08,Tips,45.65,0.0,199625.99
2025-02-08,Utilities,0.0,121.03,199504.96
2025-02-09,Transportation,0.0,265.17,199239.79
2025-02-09,Transportation,0.0,253.16,198986.63
2025-02-10,Lottery Win,1405.25,0.0,200391.88
2025-02-10,Utilities,0.0,162.71,200229.17
2025-02-10,Gift Given,0.0,73.42,200155.75
2025-02-12,Emergency Fund,0.0,123.32,200032.43
2025-02-12,Rent,0.0,988.09,199044.34
2025-02-13,Car Repair,0.0,738.94,198305.4
2025-02-13,Rent,0.0,860.29,197445.11
2025-02-13,Salary,5463.02,0.0,202908.13
2025-02-13,Healthcare,0.0,33.33,202874.8
2025-02-13,Rent,0.0,1369.76,201505.04
2025-02-14,Insurance,0.0,375.89,201129.15
2025-02-14,Car Repair,0.0,265.64,200863.51
2025-02-14,Utilities,0.0,281.45,200582.06
2025-02-15,Dining Out,0.0,118.56,200463.5
2025-02-15,Retirement Contribution,0.0,459.22,200004.28
2025-02-15,Subscription,0.0,36.73,199967.55
2025-02-16,Utilities,0.0,246.87,199720.68
2025-02-16,Groceries,0.0,387.08,199333.6
2025-02-16,Healthcare,0.0,56.53,199277.07
2025-02-17,Shopping,0.0,487.03,198790.04
2025-02-17,Childcare,0.0,270.83,198519.21
2025-02-18,Gift Given,0.0,70.82,198448.39
2025-02-18,Car Repair,0.0,305.04,198143.35
2025-02-18,Utilities,0.0,293.86,197849.49
2025-02-18,Vacation,0.0,487.02,197362.47
2025-02-19,Groceries,0.0,320.45,197042.02
2025-02-19,Shopping,0.0,464.78,196577.24
2025-02-20,Legal Settlement,2864.87,0.0,199442.11
2025-02-20,Gift Received,719.78,0.0,200161.89
2025-02-20,Insurance,0.0,161.01,200000.88
2025-02-20,Commission Bonus,378.59,0.0,200379.47
2025-02-21,Childcare,0.0,126.76,200252.71
2025-02-21,Dining Out,0.0,93.85,200158.86
2025-02-21,Salary,4545.62,0.0,204704.48
2025-02-22,Stock Investment,0.0,298.55,204405.93
2025-02-22,Gift Given,0.0,100.03,204305.9
2025-02-22,Insurance,0.0,352.74,203953.16
2025-02-22,Shopping,0.0,427.08,203526.08
2025-02-22,Shopping,0.0,84.45,203441.63
2025-02-22,Vacation,0.0,452.35,202989.28
2025-02-23,Childcare,0.0,471.93,202517.35
2025-02-25,FD Interest,102.11,0.0,202619.46
2025-02-25,Childcare,0.0,223.54,202395.92
2025-02-25,Car Repair,0.0,331.46,202064.46
2025-02-25,Subscription,0.0,47.65,202016.81
2025-02-25,Freelance Project,1348.48,0.0,203365.29
2025-02-26,Vacation,0.0,349.12,203016.17
2025-02-26,Rent,0.0,1022.49,201993.68
2025-02-26,Lottery Win,760.54,0.0,202754.22
2025-02-26,Gift Given,0.0,135.16,202619.06
2025-02-26,Vacation,0.0,386.99,202232.07
2025-02-27,Medical Emergency,0.0,306.92,201925.15
2025-02-27,Retirement Contribution,0.0,360.06,201565.09
2025-02-27,Dining Out,0.0,104.91,201460.18
2025-02-28,Legal Settlement,3588.42,0.0,205048.6
2025-02-28,Insurance,0.0,238.49,204810.11
2025-02-28,Gift Given,0.0,61.21,204748.9
2025-03-01,Miscellaneous Spending,0.0,130167.85,74581.05
2025-03-01,Retirement Contribution,0.0,563.83,74017.22
2025-03-01,Health Insurance,0.0,5000.0,69017.22
2025-03-01,Salary Credit,250000.0,0.0,319017.22
2025-03-01,Utilities,0.0,134.0,318883.22
2025-03-01,Transportation,0.0,254.52,318628.7
2025-03-01,Home Loan,0.0,120000.0,198628.7
2025-03-02,Dining Out,0.0,85.78,198542.92
2025-03-02,Emergency Fund,0.0,108.12,198434.8
2025-03-02,Subscription,0.0,25.68,198409.12
2025-03-03,Healthcare,0.0,43.46,198365.66
2025-03-03,Car Repair,0.0,715.18,197650.48
2025-03-04,Emergency Fund,0.0,228.11,197422.37
2025-03-04,Commission Bonus,514.09,0.0,197936.46
2025-03-05,Salary,5525.61,0.0,203462.07
2025-03-06,Transportation,0.0,62.53,203399.54
2025-03-07,Medical Emergency,0.0,1963.58,201435.96
2025-03-07,Utilities,0.0,205.12,201230.84
2025-03-08,Stock Investment,0.0,622.77,200608.07
2025-03-08,Utilities,0.0,212.25,200395.82
2025-03-08,Shopping,0.0,61.77,200334.05
2025-03-09,Car Repair,0.0,714.39,199619.66
2025-03-09,Utilities,0.0,278.92,199340.74
2025-03-09,Lottery Win,1042.55,0.0,200383.29
2025-03-09,Rent,0.0,953.24,199430.05
2025-03-10,Insurance,0.0,379.17,199050.88
2025-03-10,Lottery Win,1810.24,0.0,200861.12
2025-03-10,Legal Settlement,1468.46,0.0,202329.58
2025-03-11,Rent,0.0,1126.93,201202.65
2025-03-11,Stock Investment,0.0,956.82,200245.83
2025-03-12,Rent,0.0,1221.91,199023.92
2025-03-12,Medical Emergency,0.0,841.09,198182.83
2025-03-14,Gift Received,928.58,0.0,199111.41
2025-03-14,Freelance Project,683.36,0.0,199794.77
2025-03-14,Medical Emergency,0.0,1323.52,198471.25
2025-03-15,Shopping,0.0,382.81,198088.44
2025-03-15,Car Repair,0.0,341.0,197747.44
2025-03-15,Utilities,0.0,273.59,197473.85
2025-03-16,Shopping,0.0,335.1,197138.75
2025-03-16,Subscription,0.0,49.04,197089.71
2025-03-16,Medical Emergency,0.0,1693.13,195396.58
2025-03-16,Emergency Fund,0.0,390.04,195006.54
2025-03-18,Stock Investment,0.0,724.7,194281.84
2025-03-19,Lottery Win,894.59,0.0,195176.43
2025-03-21,Car Repair,0.0,767.29,194409.14
2025-03-22,Groceries,0.0,119.21,194289.93
2025-03-22,Tips,60.35,0.0,194350.28
2025-03-22,Shopping,0.0,381.28,193969.0
2025-03-22,Childcare,0.0,157.47,193811.53
2025-03-22,Freelance Project,342.99,0.0,194154.52
2025-03-23,Stock Investment,0.0,908.07,193246.45
2025-03-23,Lottery Win,975.73,0.0,194222.18
2025-03-23,Salary,5533.7,0.0,199755.88
2025-03-24,Medical Emergency,0.0,1715.7,198040.18
2025-03-24,Gift Given,0.0,296.87,197743.31
2025-03-25,Freelance Project,246.7,0.0,197990.01
2025-03-27,Dining Out,0.0,107.36,197882.65
2025-03-27,Gift Given,0.0,149.11,197733.54
2025-03-27,Lottery Win,852.14,0.0,198585.68
2025-03-27,Emergency Fund,0.0,496.02,198089.66
2025-03-27,Utilities,0.0,135.07,197954.59
2025-03-27,Tips,80.01,0.0,198034.6
2025-03-28,Insurance,0.0,186.91,197847.69
2025-03-28,Legal Settlement,2510.63,0.0,200358.32
2025-03-28,Healthcare,0.0,47.37,200310.95
2025-03-28,Healthcare,0.0,20.32,200290.63
2025-03-31,Hobby Expense,0.0,146.95,200143.68
2025-03-31,Tips,12.81,0.0,200156.49
2025-03-31,Subscription,0.0,44.94,200111.55
